"age","api","pho","bel","lin","lgr","lam","lir","lst","lpi","pbd","bch",".row"
24,100,"MORTGAGE",3,"EDUCATION","A",10,5.99,0,0.1,"N",2,8716
23,100,"MORTGAGE",0,"VENTURE","A",11,8.49,0,0.11,"N",2,8717
25,100,"MORTGAGE",2,"EDUCATION","D",15,15.99,0,0.15,"Y",3,8718
22,100,"MORTGAGE",2,"EDUCATION","B",15,11.99,0,0.15,"N",2,8719
24,88,"MORTGAGE",5,"DEBTCONSOLIDATION","E",24,19.69,1,0.27,"N",2,8720
26,100,"MORTGAGE",4,"DEBTCONSOLIDATION","B",25,11.99,0,0.25,"N",3,8721
25,77.7,"RENT",2,"HOMEIMPROVEMENT","B",14,10.99,0,0.18,"N",2,8722
26,80,"RENT",6,"EDUCATION","B",14,11.11,0,0.17,"N",2,8723
23,80,"RENT",0,"VENTURE","C",14,14.27,0,0.17,"Y",2,8724
26,100,"MORTGAGE",4,"EDUCATION","A",5,6.92,0,0.05,"N",4,8725
26,74.8,"MORTGAGE",3,"MEDICAL","D",10,14.54,1,0.11,"N",3,8726
25,100,"MORTGAGE",5,"MEDICAL","B",15,11.11,0,0.15,"N",3,8727
24,81,"RENT",2,"DEBTCONSOLIDATION","C",14,14.17,0,0.17,"N",4,8728
22,100,"MORTGAGE",3,"VENTURE","B",12,11.11,0,0.12,"N",3,8729
22,82,"RENT",4,"PERSONAL","A",14,7.9,0,0.17,"N",4,8730
23,100,"MORTGAGE",1,"PERSONAL","B",9.125,11.11,0,0.09,"N",3,8731
25,100,"MORTGAGE",3,"MEDICAL","A",12,5.79,0,0.12,"N",2,8732
25,100,"MORTGAGE",0,"EDUCATION","A",7,5.79,0,0.07,"N",3,8733
24,100,"MORTGAGE",6,"MEDICAL","A",20,6.17,0,0.2,"N",4,8734
24,100,"MORTGAGE",2,"EDUCATION","B",7.7,10.74,0,0.08,"N",2,8735
23,100,"MORTGAGE",4,"VENTURE","E",25,17.14,0,0.25,"Y",2,8736
25,100,"MORTGAGE",0,"EDUCATION","A",7.5,6.54,0,0.07,"N",4,8737
23,86,"RENT",4,"MEDICAL","A",14,6.62,0,0.16,"N",3,8738
24,88,"RENT",0,"HOMEIMPROVEMENT","B",14,9.99,0,0.16,"N",3,8739
26,90,"RENT",0,"HOMEIMPROVEMENT","A",14,6.03,0,0.16,"N",2,8740
25,90.996,"RENT",5,"MEDICAL","C",14,12.23,0,0.15,"N",2,8741
25,100,"OWN",2,"HOMEIMPROVEMENT","A",15,6.17,0,0.15,"N",4,8742
23,100,"MORTGAGE",0,"MEDICAL","A",17,5.79,0,0.17,"N",4,8743
23,95,"RENT",0,"EDUCATION","B",14,12.69,0,0.15,"N",2,8744
24,100,"MORTGAGE",2,"DEBTCONSOLIDATION","B",5,9.62,0,0.05,"N",4,8745
24,100,"MORTGAGE",4,"VENTURE","A",16,6.54,0,0.16,"N",2,8746
23,100,"MORTGAGE",2,"VENTURE","A",14,6.17,0,0.14,"N",3,8747
23,83,"RENT",0,"EDUCATION","E",14,17.51,1,0.17,"Y",4,8748
24,95,"RENT",5,"VENTURE","B",14,11.11,0,0.15,"N",2,8749
22,100,"MORTGAGE",4,"EDUCATION","A",13.5,11.11,0,0.14,"N",4,8750
26,100,"RENT",6,"VENTURE","C",14,13.85,0,0.14,"N",4,8751
24,74.8,"RENT",4,"MEDICAL","E",14,16.45,1,0.16,"N",2,8752
24,100,"MORTGAGE",5,"PERSONAL","B",14,10.75,0,0.14,"N",3,8753
25,100,"MORTGAGE",3,"PERSONAL","D",13.75,15.95,0,0.14,"N",4,8754
24,100,"MORTGAGE",5,"VENTURE","A",7,6.76,0,0.07,"N",3,8755
24,105,"RENT",0,"MEDICAL","A",14,7.88,0,0.13,"N",4,8756
26,100,"MORTGAGE",0,"DEBTCONSOLIDATION","C",17,13.61,0,0.17,"Y",3,8757
24,98,"RENT",4,"EDUCATION","C",14,14.26,1,0.14,"N",3,8758
25,100,"MORTGAGE",2,"PERSONAL","A",10,7.51,0,0.1,"N",4,8759
24,100,"MORTGAGE",0,"DEBTCONSOLIDATION","C",16,14.72,0,0.16,"N",2,8760
24,110.004,"RENT",5,"MEDICAL","A",14,7.88,0,0.13,"N",2,8761
25,100,"MORTGAGE",3,"EDUCATION","B",25,10.75,0,0.25,"N",4,8762
23,113,"RENT",2,"DEBTCONSOLIDATION","C",14,13.49,0,0.12,"Y",2,8763
23,120,"RENT",3,"MEDICAL","B",14,9.99,0,0.12,"N",4,8764
26,100,"MORTGAGE",5,"EDUCATION","B",24,10.99,0,0.24,"N",4,8765
22,100,"MORTGAGE",0,"VENTURE","C",15,13.85,0,0.15,"N",3,8766
24,120,"RENT",2,"MEDICAL","B",14,10,0,0.12,"N",3,8767
23,100,"MORTGAGE",5,"DEBTCONSOLIDATION","B",20,11.36,0,0.2,"N",3,8768
24,100,"MORTGAGE",6,"VENTURE","D",25,15.33,0,0.25,"Y",2,8769
24,100,"OWN",2,"HOMEIMPROVEMENT","B",24,10.99,0,0.24,"N",4,8770
22,140,"RENT",0,"MEDICAL","C",14,13.11,0,0.1,"N",3,8771
24,145,"RENT",3,"VENTURE","C",14,12.84,0,0.1,"Y",4,8772
22,100,"MORTGAGE",0,"DEBTCONSOLIDATION","B",20,11.83,0,0.2,"N",2,8773
23,100,"OWN",0,"VENTURE","C",1,14.26,0,0.01,"N",3,8774
24,100,"MORTGAGE",0,"HOMEIMPROVEMENT","C",10,12.87,0,0.1,"Y",4,8775
23,24,"RENT",1,"VENTURE","B",14.075,11.11,1,0.59,"N",3,8776
26,100,"MORTGAGE",0,"EDUCATION","C",10,14.26,0,0.1,"N",2,8777
23,100,"MORTGAGE",0,"PERSONAL","A",7,8.59,0,0.07,"N",3,8778
21,27.996,"RENT",2,"VENTURE","B",14.075,11.11,1,0.5,"N",2,8779
23,100,"MORTGAGE",4,"DEBTCONSOLIDATION","C",10,13.57,0,0.1,"N",3,8780
23,100,"MORTGAGE",4,"EDUCATION","C",10,12.87,0,0.1,"Y",3,8781
24,100,"MORTGAGE",5,"VENTURE","B",12,12.18,0,0.12,"N",3,8782
23,100,"MORTGAGE",1,"VENTURE","B",25,11.58,0,0.25,"N",3,8783
24,100,"MORTGAGE",3,"EDUCATION","B",15,12.21,0,0.15,"N",2,8784
24,88,"MORTGAGE",2,"EDUCATION","G",25,18.84,1,0.28,"N",2,8785
23,32,"RENT",5,"MEDICAL","A",14.125,7.9,1,0.44,"N",2,8786
23,100,"OTHER",1,"EDUCATION","B",15,11.11,0,0.15,"N",2,8787
26,30,"OWN",3,"PERSONAL","A",6,7.9,0,0.2,"N",2,8788
22,100,"MORTGAGE",0,"MEDICAL","C",24,13.47,0,0.24,"N",4,8789
23,100,"MORTGAGE",2,"PERSONAL","C",6.85,13.47,0,0.07,"N",4,8790
25,33,"RENT",1,"MEDICAL","B",14.125,9.91,1,0.43,"N",3,8791
24,88,"MORTGAGE",0,"EDUCATION","B",15,10.2,1,0.17,"N",4,8792
26,30,"OWN",3,"VENTURE","A",1.925,6.03,0,0.06,"N",3,8793
24,100,"OTHER",1,"MEDICAL","B",25,11.11,0,0.25,"N",3,8794
25,100,"OWN",4,"MEDICAL","C",15,11.28,0,0.15,"N",4,8795
26,100,"MORTGAGE",7,"DEBTCONSOLIDATION","A",7.5,8.32,0,0.07,"N",3,8796
24,100,"MORTGAGE",1,"DEBTCONSOLIDATION","A",6,11.11,0,0.06,"N",3,8797
24,88,"MORTGAGE",0,"HOMEIMPROVEMENT","C",6.4,11.66,1,0.07,"Y",3,8798
22,40,"RENT",4,"DEBTCONSOLIDATION","B",14.125,11.49,1,0.35,"N",3,8799
23,100,"MORTGAGE",5,"DEBTCONSOLIDATION","C",15,11.34,0,0.15,"Y",2,8800
22,74.867,"MORTGAGE",4,"MEDICAL","D",17,16.02,1,0.19,"Y",4,8801
24,88.128,"MORTGAGE",0,"EDUCATION","B",1.95,9.99,1,0.02,"N",2,8802
24,100.4,"MORTGAGE",6,"HOMEIMPROVEMENT","E",10,16.4,0,0.1,"Y",4,8803
23,100.8,"MORTGAGE",4,"DEBTCONSOLIDATION","A",20,7.9,0,0.2,"N",4,8804
24,35,"RENT",4,"PERSONAL","D",14.4,15.7,1,0.41,"N",4,8805
26,100.8,"MORTGAGE",7,"EDUCATION","B",8,11.99,0,0.08,"N",3,8806
24,100.8,"MORTGAGE",4,"EDUCATION","B",21,11.49,0,0.21,"N",4,8807
22,30,"OWN",3,"EDUCATION","A",15,6.62,0,0.5,"N",4,8808
23,36,"RENT",3,"PERSONAL","C",14.4,13.57,1,0.4,"N",2,8809
24,100.995,"MORTGAGE",6,"DEBTCONSOLIDATION","A",16,7.51,0,0.16,"N",2,8810
22,30,"OWN",3,"MEDICAL","B",7.2,10.99,0,0.24,"N",2,8811
24,34.32,"RENT",5,"MEDICAL","E",14.4,16.82,1,0.42,"Y",3,8812
26,101,"MORTGAGE",6,"PERSONAL","A",16,7.88,0,0.16,"N",3,8813
22,42.996,"RENT",2,"DEBTCONSOLIDATION","C",14.4,11.11,1,0.33,"Y",4,8814
24,101,"OWN",5,"MEDICAL","B",24.25,12.53,0,0.24,"N",4,8815
24,89,"MORTGAGE",1,"VENTURE","D",25,15.65,1,0.28,"Y",4,8816
26,43,"RENT",7,"MEDICAL","B",14.4,9.62,1,0.33,"N",4,8817
21,101.004,"MORTGAGE",2,"DEBTCONSOLIDATION","B",14,10.25,0,0.14,"N",2,8818
22,43,"RENT",2,"DEBTCONSOLIDATION","A",14.4,7.88,1,0.33,"N",2,8819
23,101.138,"MORTGAGE",2,"EDUCATION","C",20.5,13.48,0,0.2,"N",4,8820
24,101.4,"MORTGAGE",0,"PERSONAL","A",6.4,11.11,0,0.06,"N",3,8821
23,45,"RENT",4,"EDUCATION","B",14.4,11.11,1,0.32,"N",3,8822
22,48,"RENT",0,"DEBTCONSOLIDATION","C",14.4,13.49,0,0.3,"Y",2,8823
24,101.9,"MORTGAGE",0,"VENTURE","A",13.6,6.62,0,0.13,"N",3,8824
23,102,"OWN",0,"MEDICAL","D",30,16.77,0,0.29,"Y",2,8825
24,50,"RENT",4,"DEBTCONSOLIDATION","A",14.4,11.11,0,0.29,"N",2,8826
25,102,"MORTGAGE",5,"EDUCATION","B",6.975,9.91,0,0.07,"N",3,8827
23,51,"RENT",3,"DEBTCONSOLIDATION","A",14.4,7.51,0,0.28,"N",4,8828
24,45.871,"RENT",5,"HOMEIMPROVEMENT","D",14.4,11.11,1,0.31,"Y",3,8829
23,102,"MORTGAGE",5,"PERSONAL","A",35,7.9,0,0.34,"N",3,8830
24,102,"MORTGAGE",5,"MEDICAL","C",12,15.27,0,0.12,"N",3,8831
24,102,"OWN",5,"PERSONAL","A",23.8,8.9,0,0.23,"N",2,8832
26,102,"MORTGAGE",5,"PERSONAL","A",13,5.42,0,0.13,"N",3,8833
25,102,"MORTGAGE",3,"DEBTCONSOLIDATION","A",11.2,7.91,0,0.11,"N",4,8834
22,102,"MORTGAGE",3,"MEDICAL","A",18,8.49,0,0.18,"N",3,8835
24,102,"MORTGAGE",6,"VENTURE","B",9.8,10.36,0,0.1,"N",2,8836
23,59,"RENT",4,"PERSONAL","A",14.4,8.9,0,0.24,"N",3,8837
26,102,"MORTGAGE",6,"DEBTCONSOLIDATION","C",6,13.61,0,0.06,"N",2,8838
23,102,"MORTGAGE",4,"EDUCATION","B",20,11.11,0,0.2,"N",3,8839
22,54,"RENT",0,"DEBTCONSOLIDATION","D",14.4,11.11,1,0.27,"N",4,8840
23,102,"MORTGAGE",2,"PERSONAL","A",6,7.51,0,0.06,"N",2,8841
26,102,"MORTGAGE",3,"DEBTCONSOLIDATION","B",20,11.36,0,0.2,"N",4,8842
25,61,"RENT",1,"PERSONAL","B",14.4,12.53,0,0.24,"N",2,8843
22,102,"OWN",1,"MEDICAL","C",7,12.87,0,0.07,"N",3,8844
25,62,"RENT",0,"DEBTCONSOLIDATION","C",14.4,13.47,0,0.23,"Y",3,8845
21,102,"MORTGAGE",0,"EDUCATION","D",18,14.96,0,0.18,"N",3,8846
24,70,"RENT",4,"EDUCATION","C",14.4,12.68,0,0.21,"Y",4,8847
24,90,"MORTGAGE",5,"VENTURE","C",19.2,12.84,1,0.21,"Y",4,8848
24,70,"RENT",5,"HOMEIMPROVEMENT","C",14.4,12.23,0,0.21,"N",4,8849
23,72,"RENT",3,"DEBTCONSOLIDATION","B",14.4,11.14,0,0.2,"N",3,8850
25,102.211,"MORTGAGE",3,"DEBTCONSOLIDATION","B",15,11.58,0,0.15,"N",2,8851
24,72,"RENT",6,"PERSONAL","B",14.4,10,0,0.2,"N",4,8852
23,68,"RENT",1,"PERSONAL","E",14.4,17.99,1,0.21,"Y",3,8853
26,102.5,"MORTGAGE",4,"EDUCATION","A",11.8,6.03,0,0.12,"N",2,8854
24,102.96,"MORTGAGE",2,"DEBTCONSOLIDATION","A",16,7.88,0,0.16,"N",2,8855
24,102.996,"MORTGAGE",3,"VENTURE","A",20,6.91,0,0.19,"N",4,8856
24,102.996,"MORTGAGE",1,"VENTURE","C",5,14.22,0,0.05,"Y",4,8857
25,103,"MORTGAGE",4,"PERSONAL","A",29.175,11.11,0,0.28,"N",2,8858
22,103,"MORTGAGE",2,"MEDICAL","B",6,11.11,0,0.06,"N",4,8859
22,76,"RENT",0,"EDUCATION","C",14.4,14.35,0,0.19,"N",2,8860
22,80,"RENT",1,"PERSONAL","B",14.4,11.71,0,0.18,"N",2,8861
23,80,"RENT",1,"MEDICAL","C",14.4,12.68,0,0.18,"N",4,8862
24,77.35,"MORTGAGE",2,"MEDICAL","D",25,15.7,1,0.27,"Y",3,8863
23,30,"OWN",1,"DEBTCONSOLIDATION","D",4,15.65,0,0.13,"Y",4,8864
23,103,"MORTGAGE",1,"PERSONAL","E",20,17.04,0,0.19,"N",2,8865
23,82,"RENT",3,"VENTURE","A",14.4,7.66,0,0.18,"N",2,8866
26,103.2,"MORTGAGE",8,"PERSONAL","A",9,6.76,0,0.09,"N",2,8867
23,103.24,"MORTGAGE",0,"VENTURE","A",4,11.11,0,0.04,"N",4,8868
25,103.5,"MORTGAGE",0,"PERSONAL","A",7.5,6.54,0,0.07,"N",3,8869
25,85,"RENT",5,"EDUCATION","A",14.4,8.49,0,0.17,"N",2,8870
25,30,"OWN",0,"PERSONAL","A",3.425,6.17,0,0.11,"N",2,8871
26,94.5,"RENT",6,"HOMEIMPROVEMENT","B",14.4,10.37,0,0.15,"N",3,8872
26,78.2,"MORTGAGE",3,"MEDICAL","C",15,14.27,1,0.16,"Y",4,8873
25,104,"OWN",2,"HOMEIMPROVEMENT","A",10,6.92,0,0.1,"N",2,8874
25,100,"RENT",1,"MEDICAL","B",14.4,11.71,0,0.14,"N",3,8875
22,100,"RENT",2,"MEDICAL","B",14.4,10.74,0,0.14,"N",3,8876
26,30,"OWN",3,"PERSONAL","B",7,9.99,0,0.23,"N",2,8877
24,104,"MORTGAGE",2,"VENTURE","A",19,11.11,0,0.18,"N",4,8878
26,130,"RENT",3,"VENTURE","D",14.4,14.46,0,0.11,"Y",2,8879
25,104,"MORTGAGE",4,"VENTURE","C",11,13.11,0,0.11,"N",3,8880
24,135,"RENT",6,"MEDICAL","B",14.4,12.69,0,0.11,"N",4,8881
25,92.085,"MORTGAGE",4,"HOMEIMPROVEMENT","C",2.5,15.27,1,0.03,"Y",3,8882
25,30,"RENT",0,"VENTURE","D",14.5,14.42,1,0.48,"N",4,8883
25,105,"MORTGAGE",2,"DEBTCONSOLIDATION","B",9.6,11.71,0,0.09,"N",3,8884
25,30.6,"RENT",0,"MEDICAL","E",14.5,17.04,1,0.47,"N",3,8885
24,105,"MORTGAGE",5,"PERSONAL","D",12,16.29,0,0.11,"N",2,8886
26,105,"MORTGAGE",2,"HOMEIMPROVEMENT","B",7.2,10.65,0,0.07,"N",4,8887
23,105,"MORTGAGE",4,"VENTURE","A",7.2,7.51,0,0.07,"N",3,8888
26,105,"MORTGAGE",0,"PERSONAL","B",5.3,12.69,0,0.05,"N",4,8889
21,30,"RENT",1,"VENTURE","D",14.5,14.59,1,0.48,"Y",2,8890
26,36,"RENT",2,"DEBTCONSOLIDATION","B",14.5,9.88,1,0.4,"N",3,8891
26,105,"MORTGAGE",6,"DEBTCONSOLIDATION","B",12,11.99,0,0.11,"N",2,8892
26,37,"RENT",5,"VENTURE","D",14.5,15.33,1,0.39,"N",4,8893
23,105,"MORTGAGE",5,"EDUCATION","B",20,11.49,0,0.19,"N",4,8894
25,105,"MORTGAGE",3,"VENTURE","A",16,8.49,0,0.15,"N",4,8895
26,105,"OWN",0,"EDUCATION","A",10,7.49,0,0.1,"N",2,8896
26,105,"MORTGAGE",2,"DEBTCONSOLIDATION","B",6,10.99,0,0.06,"N",4,8897
23,105,"OWN",0,"VENTURE","C",5,11.11,0,0.05,"Y",3,8898
23,105,"MORTGAGE",4,"VENTURE","B",19,11.99,0,0.18,"N",3,8899
25,36,"RENT",0,"VENTURE","D",14.5,14.54,1,0.4,"Y",2,8900
24,43,"RENT",3,"PERSONAL","B",14.5,10.75,1,0.34,"N",2,8901
25,37.2,"RENT",3,"EDUCATION","C",14.5,13.85,1,0.39,"Y",3,8902
23,45,"RENT",2,"PERSONAL","B",14.5,10.36,1,0.32,"N",4,8903
24,105,"MORTGAGE",2,"MEDICAL","B",9.85,9.63,0,0.09,"N",2,8904
24,105,"MORTGAGE",6,"EDUCATION","B",25,10.74,0,0.24,"N",3,8905
25,45,"RENT",0,"PERSONAL","C",14.5,13.16,1,0.32,"N",2,8906
23,45.504,"RENT",2,"PERSONAL","C",14.5,11.11,1,0.32,"N",3,8907
22,105,"MORTGAGE",2,"VENTURE","E",15,15.95,0,0.14,"N",3,8908
24,45.6,"RENT",0,"VENTURE","C",14.5,11.11,1,0.32,"N",3,8909
24,55,"RENT",3,"EDUCATION","A",14.5,6.62,0,0.26,"N",2,8910
24,49.5,"RENT",3,"EDUCATION","B",14.5,11.49,1,0.29,"N",3,8911
23,105,"MORTGAGE",5,"EDUCATION","E",15,16.82,0,0.14,"Y",4,8912
22,51.996,"RENT",3,"HOMEIMPROVEMENT","C",14.5,13.16,1,0.28,"Y",2,8913
26,59,"RENT",3,"VENTURE","C",14.5,11.97,1,0.25,"N",2,8914
22,105,"MORTGAGE",3,"PERSONAL","C",16,12.73,0,0.15,"Y",4,8915
24,105,"MORTGAGE",0,"VENTURE","A",18,8.94,0,0.17,"N",3,8916
23,105,"MORTGAGE",3,"MEDICAL","B",20,11.48,0,0.19,"N",2,8917
26,105,"MORTGAGE",0,"MEDICAL","A",15,8.94,0,0.14,"N",4,8918
26,93,"MORTGAGE",7,"DEBTCONSOLIDATION","D",25,16,1,0.27,"Y",2,8919
25,105,"MORTGAGE",0,"EDUCATION","B",5,11.48,0,0.05,"N",2,8920
26,105,"MORTGAGE",1,"VENTURE","B",20,11.11,0,0.19,"N",4,8921
26,30,"OWN",3,"PERSONAL","B",12,11.36,0,0.4,"N",3,8922
25,105,"MORTGAGE",3,"VENTURE","C",12,12.84,0,0.11,"Y",2,8923
25,105,"MORTGAGE",1,"PERSONAL","C",15,12.53,0,0.14,"Y",3,8924
25,30,"OWN",3,"HOMEIMPROVEMENT","B",11.5,11.36,0,0.38,"N",4,8925
23,30,"OWN",5,"PERSONAL","B",3,12.18,0,0.1,"N",2,8926
26,105,"MORTGAGE",3,"VENTURE","B",25,11.58,0,0.24,"N",3,8927
25,30,"OWN",4,"DEBTCONSOLIDATION","D",10,14.61,0,0.33,"Y",2,8928
26,105,"MORTGAGE",0,"MEDICAL","A",5,7.68,0,0.05,"N",2,8929
24,60,"RENT",1,"VENTURE","B",14.525,10.99,0,0.24,"N",4,8930
22,30,"OWN",0,"EDUCATION","B",2.5,12.53,0,0.08,"N",2,8931
24,48,"RENT",2,"DEBTCONSOLIDATION","B",14.55,9.62,0,0.3,"N",3,8932
25,105,"MORTGAGE",6,"PERSONAL","D",6.5,13.87,0,0.06,"N",4,8933
24,105,"MORTGAGE",4,"VENTURE","C",4,11.34,0,0.04,"N",4,8934
26,35,"RENT",7,"MEDICAL","B",14.575,10.65,1,0.42,"N",3,8935
23,38.8,"RENT",2,"MEDICAL","A",14.575,11.11,1,0.38,"N",4,8936
23,30,"RENT",3,"PERSONAL","A",14.6,6.03,1,0.49,"N",4,8937
26,60,"RENT",0,"VENTURE","C",14.65,12.61,0,0.24,"Y",3,8938
22,24,"RENT",1,"PERSONAL","C",15,12.73,1,0.63,"Y",4,8939
22,105.6,"MORTGAGE",4,"PERSONAL","B",8,11.49,0,0.08,"N",2,8940
23,105.6,"MORTGAGE",2,"PERSONAL","A",25,6.99,0,0.24,"N",4,8941
25,106,"MORTGAGE",3,"DEBTCONSOLIDATION","A",12,6.54,0,0.11,"N",2,8942
25,94,"MORTGAGE",1,"VENTURE","E",25,11.11,1,0.27,"Y",2,8943
25,79.9,"MORTGAGE",7,"MEDICAL","B",15,11.12,1,0.16,"N",4,8944
26,29.04,"RENT",2,"EDUCATION","B",15,9.62,1,0.52,"N",4,8945
22,30,"RENT",1,"DEBTCONSOLIDATION","C",15,15.27,1,0.5,"Y",2,8946
26,30,"OWN",3,"EDUCATION","B",7.5,11.14,0,0.25,"N",3,8947
26,30,"RENT",5,"DEBTCONSOLIDATION","C",15,12.84,1,0.5,"N",3,8948
24,106.8,"MORTGAGE",6,"EDUCATION","A",11.525,5.42,0,0.11,"N",4,8949
26,30,"OWN",4,"VENTURE","B",5,11.58,0,0.17,"N",4,8950
26,30,"OWN",5,"VENTURE","A",5,11.11,0,0.17,"N",4,8951
25,30,"OWN",1,"PERSONAL","A",3,9.63,0,0.1,"N",2,8952
25,107,"MORTGAGE",4,"DEBTCONSOLIDATION","A",24,5.99,0,0.22,"N",2,8953
22,80.75,"MORTGAGE",1,"MEDICAL","D",24,15.99,1,0.25,"N",4,8954
22,32.24,"RENT",3,"PERSONAL","C",15,13.22,1,0.47,"N",3,8955
22,107,"MORTGAGE",1,"VENTURE","A",10,7.14,0,0.09,"N",2,8956
25,107,"MORTGAGE",1,"MEDICAL","A",1,7.4,0,0.01,"N",4,8957
23,95,"MORTGAGE",1,"HOMEIMPROVEMENT","C",19.8,13.22,1,0.21,"Y",3,8958
25,107,"MORTGAGE",0,"MEDICAL","C",7,12.87,0,0.07,"N",2,8959
22,107,"MORTGAGE",2,"MEDICAL","C",17.4,13.47,0,0.16,"N",4,8960
24,30,"OWN",1,"MEDICAL","E",15,15.68,1,0.5,"N",3,8961
23,95,"MORTGAGE",3,"HOMEIMPROVEMENT","F",15,17.03,1,0.16,"N",2,8962
22,107.004,"MORTGAGE",2,"EDUCATION","A",10,7.29,0,0.09,"N",3,8963
23,107.28,"MORTGAGE",4,"EDUCATION","E",25,16.45,0,0.23,"Y",4,8964
26,33.6,"RENT",0,"PERSONAL","C",2,11.11,0,0.06,"Y",2,8965
24,30,"OWN",6,"HOMEIMPROVEMENT","B",7.5,10.96,0,0.25,"N",4,8966
22,33.996,"RENT",3,"EDUCATION","A",2,8,0,0.06,"N",2,8967
22,108,"OWN",2,"VENTURE","C",8,15.27,0,0.07,"Y",2,8968
21,34.8,"RENT",3,"MEDICAL","B",2,11.71,0,0.06,"N",3,8969
24,34.86,"RENT",0,"VENTURE","B",2,11.11,0,0.06,"N",2,8970
23,34.884,"RENT",3,"EDUCATION","A",2,6.92,0,0.06,"N",2,8971
25,35,"RENT",5,"VENTURE","B",2,9.91,0,0.06,"N",4,8972
24,35,"RENT",4,"EDUCATION","B",2,10.59,0,0.06,"N",3,8973
25,108,"MORTGAGE",0,"HOMEIMPROVEMENT","B",21,11.71,0,0.19,"N",4,8974
24,108,"MORTGAGE",4,"PERSONAL","A",10,5.99,0,0.09,"N",2,8975
23,108,"OWN",2,"VENTURE","A",35,8.49,0,0.32,"N",4,8976
26,108,"MORTGAGE",1,"EDUCATION","A",6,7.49,0,0.06,"N",4,8977
22,35,"RENT",0,"VENTURE","C",2,12.99,0,0.06,"Y",2,8978
25,30,"OWN",1,"VENTURE","C",5,11.11,0,0.17,"Y",3,8979
22,35.064,"RENT",4,"DEBTCONSOLIDATION","A",2,8.38,0,0.06,"N",2,8980
25,35.4,"RENT",2,"MEDICAL","A",2,8.49,0,0.06,"N",2,8981
26,108,"MORTGAGE",4,"HOMEIMPROVEMENT","B",7.2,9.62,0,0.07,"N",2,8982
26,96,"MORTGAGE",2,"VENTURE","G",10,21.14,1,0.1,"N",3,8983
26,108,"MORTGAGE",4,"PERSONAL","A",9,5.79,0,0.08,"N",2,8984
24,108,"MORTGAGE",3,"EDUCATION","A",9.05,5.42,0,0.08,"N",2,8985
26,108,"MORTGAGE",3,"VENTURE","B",9,10.38,0,0.08,"N",4,8986
25,108,"MORTGAGE",5,"VENTURE","A",10,7.88,0,0.09,"N",3,8987
24,108,"MORTGAGE",5,"EDUCATION","D",9.95,14.96,0,0.09,"Y",4,8988
26,36.108,"RENT",7,"MEDICAL","D",2,16.49,0,0.06,"N",3,8989
24,37,"RENT",2,"MEDICAL","A",2,5.42,0,0.05,"N",4,8990
26,108,"MORTGAGE",5,"PERSONAL","A",13,8.94,0,0.12,"N",2,8991
23,37,"RENT",2,"PERSONAL","B",2,11.14,0,0.05,"N",4,8992
26,108,"MORTGAGE",2,"MEDICAL","B",18.5,12.18,0,0.17,"N",2,8993
26,108,"MORTGAGE",7,"HOMEIMPROVEMENT","C",10,13.57,0,0.09,"N",4,8994
25,37.315,"RENT",1,"DEBTCONSOLIDATION","A",2,6.39,0,0.05,"N",4,8995
22,38,"RENT",0,"EDUCATION","B",2,11.36,0,0.05,"N",3,8996
23,108,"MORTGAGE",1,"EDUCATION","B",14,11.89,0,0.13,"N",2,8997
24,108,"MORTGAGE",1,"HOMEIMPROVEMENT","C",18,12.53,0,0.17,"Y",3,8998
24,108,"OTHER",5,"EDUCATION","B",10,9.7,0,0.09,"N",4,8999
24,38,"RENT",1,"MEDICAL","B",2,11.83,0,0.05,"N",2,9000
24,108.288,"MORTGAGE",5,"DEBTCONSOLIDATION","A",10,8.49,0,0.09,"N",2,9001
23,38.4,"RENT",1,"VENTURE","A",2,7.66,0,0.05,"N",3,9002
23,108.6,"MORTGAGE",3,"MEDICAL","C",8,12.87,0,0.07,"Y",2,9003
24,108.6,"MORTGAGE",4,"DEBTCONSOLIDATION","B",15,12.18,0,0.14,"N",2,9004
25,32.4,"RENT",1,"EDUCATION","C",2,14.35,1,0.06,"N",2,9005
26,39,"RENT",2,"EDUCATION","C",2,12.98,0,0.05,"N",4,9006
25,108.96,"MORTGAGE",0,"PERSONAL","C",10,13.57,0,0.09,"N",3,9007
25,109,"MORTGAGE",6,"DEBTCONSOLIDATION","A",16,6.03,0,0.15,"N",2,9008
24,33.5,"RENT",5,"HOMEIMPROVEMENT","C",2,13.8,1,0.06,"N",2,9009
24,109,"MORTGAGE",3,"DEBTCONSOLIDATION","B",8.8,12.69,0,0.08,"N",2,9010
23,109,"MORTGAGE",5,"EDUCATION","A",7.5,8.9,0,0.07,"N",4,9011
25,109,"MORTGAGE",5,"VENTURE","A",5,8.49,0,0.05,"N",3,9012
26,109,"MORTGAGE",0,"DEBTCONSOLIDATION","A",20,6.54,0,0.18,"N",3,9013
26,109,"MORTGAGE",8,"MEDICAL","B",20,10.75,0,0.18,"N",4,9014
25,109,"MORTGAGE",5,"DEBTCONSOLIDATION","B",15,10.25,0,0.14,"N",3,9015
22,97,"MORTGAGE",4,"DEBTCONSOLIDATION","B",14,11.48,1,0.14,"N",2,9016
23,109.2,"MORTGAGE",4,"VENTURE","A",10,8.63,0,0.09,"N",2,9017
24,109.5,"MORTGAGE",3,"EDUCATION","B",3.5,10.75,0,0.03,"N",3,9018
